trade_date,code,side,shares,price,value,fee
20240812,512100.SH,SELL,298900,1.9036192,568991.77888,170.697533664
20240816,512100.SH,BUY,178700,1.9043807999999998,340312.84896,102.09385468799998
20240819,512100.SH,BUY,92300,1.8883775999999999,174297.25248,52.28917574399999
20240820,512100.SH,SELL,73400,1.8936212,138991.79608,41.697538824
20240821,512100.SH,SELL,197600,1.8526294,366079.56944,109.82387083199998
20240829,512100.SH,BUY,65000,1.810362,117673.53,35.302059
20240902,512100.SH,BUY,170900,1.8773754,320843.45586,96.253036758
20240906,512100.SH,BUY,243200,1.8693738,454631.70816,136.38951244799998
20240909,512100.SH,BUY,57100,1.825365,104228.3415,31.268502449999996
20240911,512100.SH,SELL,167700,1.8156368,304482.29136000003,91.344687408
20240912,512100.SH,SELL,163700,1.8276344000000002,299183.75128,89.755125384
20240913,512100.SH,SELL,204800,1.8186362,372456.69376,111.73700812799999
20240918,512100.SH,BUY,57100,1.795359,102514.99889999999,30.754499669999994
20240920,512100.SH,BUY,72800,1.8193637999999999,132449.68464,39.734905391999995
20240923,512100.SH,BUY,114600,1.8113621999999998,207582.10812,62.27463243599999
20240924,512100.SH,BUY,288900,1.8333666,529659.61074,158.897883222
20240925,512100.SH,BUY,180200,1.9113822,344431.07244,103.329321732
20240926,512100.SH,BUY,133300,1.8973794,252920.67402,75.876202206
20240927,512100.SH,BUY,147700,2.0254049999999997,299152.31849999994,89.74569554999998
20240930,512100.SH,BUY,65000,2.270454,147579.51,44.273852999999995
20241010,512100.SH,SELL,176100,2.3355327999999997,411287.32607999997,123.38619782399998
20241011,512100.SH,SELL,346000,2.2805438000000002,789068.1548000001,236.72044644000002
20241014,512100.SH,SELL,537500,2.209558,1187637.425,356.2912275
20241017,512100.SH,BUY,277900,2.260452,628179.6108,188.45388323999998
20241021,512100.SH,BUY,186200,2.3484695999999996,437285.03951999993,131.18551185599998
20241022,512100.SH,BUY,121300,2.3734746,287902.46898,86.37074069399999
20241023,512100.SH,BUY,158100,2.3964792,378883.36152,113.66500845599998
20241029,512100.SH,BUY,109300,2.480496,271118.2128,81.33546383999999
20241030,512100.SH,BUY,58000,2.420484,140388.07200000001,42.1164216
20241104,512100.SH,SELL,101000,2.39952,242351.52,72.70545599999998
20241105,512100.SH,SELL,110000,2.4635072,270985.792,81.2957376
20241107,512100.SH,BUY,109500,2.5315062,277199.9289,83.15997866999999
20241108,512100.SH,BUY,94000,2.620524,246329.256,73.8987768
20241111,512100.SH,SELL,91000,2.594481,236097.771,70.82933129999999
20241112,512100.SH,SELL,59000,2.669466,157498.494,47.2495482
20241113,512100.SH,SELL,177600,2.6234752,465929.19552,139.77875865599998
20241114,512100.SH,SELL,152900,2.6204758,400670.74981999997,120.20122494599998
20241115,512100.SH,SELL,422800,2.5424914000000003,1074965.3639200001,322.48960917600004
20241118,512100.SH,BUY,86500,2.495499,215860.66350000002,64.75819905
20241119,512100.SH,BUY,175800,2.4244847999999997,426224.42783999996,127.86732835199997
20241120,512100.SH,BUY,204500,2.4814961999999996,507465.97289999994,152.23979186999998
20241121,512100.SH,BUY,200200,2.5335066,507208.02132,152.162406396
20241122,512100.SH,BUY,126200,2.5385076,320359.65912,96.107897736
20241125,512100.SH,BUY,102000,2.4614922,251072.2044,75.32166131999999
20241127,512100.SH,SELL,127400,2.4225154,308628.46196,92.58853858799999
20241129,512100.SH,SELL,94100,2.4685061999999998,232286.43342,69.685930026
20241202,512100.SH,BUY,127400,2.5145028,320347.65671999997,96.10429701599999
20241203,512100.SH,BUY,141000,2.5655129999999997,361737.333,108.52119989999998
20241205,512100.SH,SELL,96300,2.514497,242146.0611,72.64381832999999
20241206,512100.SH,SELL,55100,2.5504898000000003,140531.98798,42.159596394
20241210,512100.SH,BUY,36700,2.645529,97090.91429999999,29.127274289999995
20241211,512100.SH,SELL,58200,2.5784842,150067.78044,45.020334131999995
20241213,512100.SH,BUY,72200,2.620524,189201.8328,56.760549839999996
20241217,512100.SH,SELL,113600,2.5424914000000003,288827.02304000006,86.648106912
20241218,512100.SH,SELL,314000,2.4995000000000003,784843.0000000001,235.45290000000003
20241219,512100.SH,SELL,52500,2.4925014,130856.3235,39.25689705
20241220,512100.SH,SELL,108000,2.5154968,271673.6544,81.50209631999999
20241223,512100.SH,BUY,136100,2.5435086,346171.52046,103.851456138
20241224,512100.SH,SELL,173000,2.479504,428954.192,128.68625759999998
20241226,512100.SH,SELL,216400,2.474505,535482.882,160.64486459999998
20241227,512100.SH,BUY,241600,2.5035006,604845.74496,181.453723488
20241230,512100.SH,SELL,44900,2.5014996,112317.33204,33.695199611999996
20250102,512100.SH,SELL,196700,2.4155168,475132.15455999994,142.53964636799998
20250107,512100.SH,BUY,48900,2.2764551999999996,111318.65927999998,33.39559778399999
20250108,512100.SH,BUY,132400,2.3024604,304845.75696,91.453727088
20250109,512100.SH,BUY,218900,2.2844567999999996,500067.59351999994,150.02027805599997
20250110,512100.SH,BUY,302100,2.3024604,695573.2868400001,208.671986052
20250113,512100.SH,SELL,69300,2.2365526,154993.09518,46.497928554
20250114,512100.SH,SELL,206400,2.2625474,466989.78336,140.09693500799997
20250115,512100.SH,SELL,59500,2.319536,138012.392,41.40371759999999
20250116,512100.SH,BUY,137500,2.3184636,318788.745,95.63662349999998
20250117,512100.SH,BUY,237900,2.310462,549658.9097999999,164.89767293999995
20250120,512100.SH,SELL,131800,2.3475304,309404.50672,92.82135201599999
20250121,512100.SH,SELL,75300,2.359528,177672.4584,53.301737519999996
20250122,512100.SH,SELL,148100,2.3535292,348557.67452,104.56730235599998
20250123,512100.SH,SELL,59400,2.3605278000000003,140215.35132000002,42.064605396000005
20250124,512100.SH,SELL,139100,2.3285342000000004,323899.10722000006,97.16973216600002
20250205,512100.SH,SELL,188800,2.3535292,444346.31296,133.303893888
20250206,512100.SH,BUY,82800,2.3474694,194370.46632,58.311139896
20250207,512100.SH,BUY,145000,2.4164832,350390.064,105.1170192
20250210,512100.SH,BUY,339500,2.455491,833639.1945,250.09175834999996
20250211,512100.SH,BUY,271400,2.480496,673206.6144,201.96198431999997
20250212,512100.SH,BUY,73500,2.4734946,181801.8531,54.54055593
20250214,512100.SH,SELL,182200,2.4855028000000003,452858.61016000004,135.857583048
20250219,512100.SH,SELL,123900,2.4525094,303865.91465999995,91.15977439799998
20250224,512100.SH,BUY,144400,2.580516,372626.51039999997,111.78795311999998
20250225,512100.SH,SELL,52400,2.5524894,133750.44456,40.125133368
20250226,512100.SH,SELL,155200,2.5754848,399715.24095999997,119.91457228799997
20250227,512100.SH,SELL,96800,2.6074784,252403.90912000003,75.721172736
20250228,512100.SH,SELL,53300,2.5854828,137806.23324,41.341869972
20250303,512100.SH,SELL,115000,2.5134971999999998,289052.17799999996,86.71565339999998
20250304,512100.SH,SELL,277800,2.4915016,692139.14448,207.641743344
20250306,512100.SH,BUY,48800,2.5725144,125538.70272000002,37.661610816
20250307,512100.SH,BUY,172500,2.6085216,449969.976,134.9909928
20250312,512100.SH,SELL,58900,2.6264746,154699.35394,46.409806182
20250313,512100.SH,BUY,133300,2.6225243999999996,349582.50252,104.87475075599998
20250317,512100.SH,BUY,102000,2.6305259999999997,268313.65199999994,80.49409559999998
20250319,512100.SH,BUY,104400,2.6355269999999997,275149.01879999996,82.54470563999998
20250320,512100.SH,SELL,114600,2.6204758,300306.52668,90.09195800399999
20250324,512100.SH,SELL,59700,2.5584882,152741.74554,45.822523661999995
20250325,512100.SH,SELL,61300,2.5354928,155425.70864,46.627712591999995
20250326,512100.SH,SELL,266500,2.5184962,671179.2373,201.35377119
20250410,512100.SH,BUY,193400,2.2954589999999997,443941.77059999993,133.18253117999996
20250411,512100.SH,BUY,332300,2.2974594,763445.7586200001,229.033727586
20250416,512100.SH,SELL,199200,2.3525294000000003,468623.8564800001,140.58715694400001
20250417,512100.SH,SELL,87900,2.3225354,204150.86166,61.24525849799999
20250422,512100.SH,BUY,199600,2.3774754,474544.08984,142.363226952
20250425,512100.SH,SELL,191800,2.3705258000000002,454666.84844000003,136.40005453199998
20250428,512100.SH,SELL,246400,2.374525,585082.9600000001,175.524888
20250507,512100.SH,BUY,212300,2.4674934,523848.84882,157.15465464599998
20250508,512100.SH,BUY,212100,2.4394878,517415.36238000006,155.224608714
20250509,512100.SH,BUY,120400,2.465493,296845.35719999997,89.05360715999998
20250512,512100.SH,SELL,175900,2.4515096,431220.53864,129.366161592
20250513,512100.SH,SELL,118100,2.4875024,293774.03343999997,88.13221003199999
20250514,512100.SH,SELL,95400,2.4615076000000005,234827.82504000005,70.44834751200001
20250515,512100.SH,BUY,179700,2.4624924,442509.88428,132.752965284
20250516,512100.SH,BUY,109000,2.4234846,264159.8214,79.24794641999999
20250519,512100.SH,BUY,162200,2.4234846,393089.20212000003,117.926760636
20250520,512100.SH,BUY,130400,2.4394878,318109.20912,95.432762736
20250521,512100.SH,BUY,85800,2.4584916000000003,210938.57928000003,63.281573784
20250522,512100.SH,SELL,77600,2.44951,190081.976,57.02459279999999
20250523,512100.SH,SELL,297500,2.4275144,722185.5340000001,216.6556602
20250526,512100.SH,SELL,447400,2.4005197999999996,1073992.5585199997,322.1977675559999
20250527,512100.SH,BUY,46400,2.4084816,111753.54624,33.526063871999995
20250528,512100.SH,BUY,215900,2.4084816,519991.17744,155.997353232
20250529,512100.SH,BUY,152200,2.4074814,366418.66908,109.92560072399999
20250530,512100.SH,BUY,197500,2.4374873999999997,481403.76149999996,144.42112844999997
20250603,512100.SH,SELL,144100,2.4135172000000003,347787.82852000004,104.336348556
20250605,512100.SH,SELL,67400,2.4585082000000003,165703.45268000002,49.711035804
20250606,512100.SH,BUY,58700,2.4794958,145546.40346,43.663921038
20250609,512100.SH,SELL,110100,2.4765045999999997,272663.15645999997,81.79894693799999
20250611,512100.SH,BUY,61500,2.4764952,152304.4548,45.69133644
20250612,512100.SH,BUY,65200,2.4774954,161532.70008,48.459810024
