trade_date,A0,A1,A2,A3,A4,B1,B2,BENCH
20250813,1.561744,1.561744,1.376123,1.325153,1.411766,2.323484,1.905173,1.678332
20250814,1.532365,1.532365,1.352673,1.302688,1.391446,2.358026,1.942974,1.649214
20250815,1.551002,1.551002,1.370087,1.319171,1.407328,2.291940,1.907681,1.679454
20250818,1.558991,1.558991,1.378390,1.328548,1.411590,2.224807,1.852534,1.708058
20250819,1.562691,1.562691,1.382998,1.333348,1.417148,2.240203,1.857834,1.717431
20250820,1.581279,1.581279,1.399485,1.347928,1.429479,2.276176,1.904165,1.731890
20250821,1.578203,1.578203,1.398121,1.346860,1.433857,2.334960,1.948760,1.726710
20250822,1.587555,1.587555,1.409369,1.358421,1.441406,2.285106,1.913076,1.739025
20250825,1.599957,1.599957,1.423342,1.373778,1.449509,2.240052,1.882852,1.756947
20250826,1.599893,1.599893,1.420495,1.369709,1.450588,2.281249,1.917400,1.761158
20250827,1.560532,1.560532,1.391827,1.342653,1.417300,2.251598,1.900341,1.719643
20250828,1.568085,1.568085,1.401560,1.349462,1.425888,2.188306,1.844548,1.731499
20250829,1.562342,1.562342,1.397523,1.345536,1.418895,2.175373,1.833730,1.728142
20250901,1.565999,1.565999,1.395981,1.342896,1.416010,2.138528,1.796339,1.744698
20250902,1.551663,1.551663,1.383268,1.331257,1.403758,2.174258,1.827651,1.719056
20250903,1.527758,1.527758,1.361457,1.311694,1.376834,2.193044,1.846505,1.687075
20250904,1.526785,1.526785,1.358526,1.308953,1.376007,2.287337,1.929031,1.674500
20250905,1.548872,1.548872,1.379917,1.328336,1.397815,2.276061,1.918140,1.716245
20250908,1.576062,1.576062,1.406407,1.355985,1.428703,2.303188,1.947009,1.740548
20250909,1.564960,1.564960,1.396223,1.346505,1.417880,2.333363,1.973728,1.723040
20250910,1.561719,1.561719,1.392201,1.342898,1.411302,2.299280,1.940902,1.726017
20250911,1.576412,1.576412,1.404381,1.353738,1.426405,2.272543,1.915196,1.752035
20250912,1.573499,1.573499,1.401804,1.351273,1.422538,2.258013,1.894527,1.750831
20250915,1.572043,1.572043,1.402193,1.351880,1.420090,2.275210,1.906770,1.749383
20250916,1.576955,1.576955,1.403927,1.353079,1.426305,2.273638,1.907946,1.767680
20250917,1.575570,1.575570,1.403956,1.353524,1.428567,2.277220,1.915585,1.774246
20250918,1.554903,1.554903,1.385545,1.336155,1.410059,2.242106,1.891973,1.751014
20250919,1.552395,1.552395,1.384883,1.335292,1.413642,2.289483,1.929449,1.742622
20250922,1.552985,1.552985,1.385875,1.335538,1.419755,2.241210,1.888313,1.743593
20250923,1.537923,1.537923,1.373142,1.324511,1.406128,2.246391,1.908406,1.721094
20250924,1.560185,1.560185,1.390819,1.340909,1.422765,2.290678,1.919936,1.748111
20250925,1.551691,1.551691,1.384197,1.335192,1.415055,2.277847,1.892783,1.740424
20250926,1.545609,1.545609,1.376757,1.328938,1.406352,2.357559,1.952121,1.726675
20250929,1.560329,1.560329,1.391041,1.341866,1.419145,2.366005,1.954587,1.742158
20250930,1.564644,1.564644,1.395540,1.345825,1.416142,2.358731,1.948169,1.750589
20251009,1.578551,1.578551,1.408644,1.361555,1.427145,2.353971,1.953800,1.763544
20251010,1.583037,1.583037,1.413689,1.368723,1.432444,2.416758,2.006654,1.758911
20251013,1.577152,1.577152,1.407247,1.360909,1.425897,2.429519,2.022118,1.753261
20251014,1.572118,1.572118,1.403083,1.360300,1.423238,2.493068,2.071002,1.734275
20251015,1.581419,1.581419,1.411240,1.367988,1.433161,2.476577,2.060289,1.758689
20251016,1.572221,1.572221,1.403375,1.362041,1.427450,2.487007,2.076750,1.741959
20251017,1.547769,1.547769,1.382232,1.342982,1.402680,2.505188,2.096084,1.703784
20251020,1.555845,1.555845,1.388962,1.347731,1.409022,2.463516,2.059719,1.724968
20251021,1.574186,1.574186,1.405157,1.362773,1.425653,2.454482,2.048153,1.754573
20251022,1.577341,1.577341,1.406154,1.363971,1.427681,2.480996,2.054621,1.752922
20251023,1.584842,1.584842,1.413470,1.370958,1.434090,2.511495,2.084748,1.755741
20251024,1.581889,1.581889,1.410798,1.366634,1.432779,2.459508,2.051713,1.768578
20251027,1.587824,1.587824,1.416144,1.372895,1.437472,2.431527,2.029788,1.781929
20251028,1.594177,1.594177,1.421357,1.374157,1.445256,2.432298,2.028423,1.784762
20251029,1.594584,1.594584,1.422452,1.375440,1.446703,2.392356,2.003697,1.794712
20251030,1.586328,1.586328,1.415923,1.370139,1.437912,2.429340,2.026763,1.774987
20251031,1.591613,1.591613,1.420125,1.373776,1.443208,2.408026,2.010753,1.790394
20251103,1.589293,1.589293,1.425074,1.377830,1.448103,2.385853,1.994806,1.805295
20251104,1.580799,1.580799,1.417474,1.373647,1.436100,2.386214,1.995221,1.791749
20251105,1.602444,1.602444,1.430929,1.385272,1.448900,2.401301,2.007482,1.804850
20251106,1.611756,1.611756,1.443342,1.394815,1.462696,2.422570,2.015332,1.813695
20251107,1.608603,1.608603,1.441278,1.396207,1.457995,2.432886,2.022119,1.811505
20251110,1.624410,1.624410,1.453956,1.409542,1.466787,2.431026,2.009758,1.823518
20251111,1.630984,1.630984,1.462251,1.417644,1.472302,2.396993,1.993800,1.827993
20251112,1.623695,1.623695,1.454562,1.412549,1.466952,2.399126,1.984644,1.819664
20251113,1.636580,1.636580,1.464275,1.420231,1.476747,2.374812,1.953468,1.840113
20251114,1.641879,1.641879,1.464804,1.420273,1.480396,2.391609,1.966809,1.832181
20251117,1.635516,1.635516,1.461912,1.416487,1.475599,2.344950,1.927502,1.835593
20251118,1.628556,1.628556,1.452200,1.409894,1.463571,2.386642,1.967647,1.817611
20251119,1.611893,1.611893,1.439593,1.399110,1.448286,2.369131,1.954722,1.796074
20251120,1.605588,1.605588,1.435622,1.394446,1.448002,2.410145,1.994826,1.782396
20251121,1.561049,1.561049,1.394965,1.358728,1.405457,2.452541,2.040868,1.719638
20251124,1.575636,1.575636,1.407287,1.369126,1.419805,2.450886,2.037509,1.744605
20251125,1.588669,1.588669,1.416315,1.375999,1.428895,2.404490,1.988618,1.768274
20251126,1.576857,1.576857,1.407861,1.369536,1.420079,2.399453,1.988014,1.762026
20251127,1.579657,1.579657,1.409164,1.369311,1.425032,2.421405,2.002496,1.767026
20251128,1.596274,1.596274,1.419248,1.377403,1.434378,2.389501,1.966198,1.787380
20251201,1.600331,1.600331,1.427185,1.384585,1.436069,2.394355,1.972234,1.800197
20251202,1.591668,1.591668,1.418339,1.377283,1.431337,2.342263,1.933868,1.791296
20251203,1.580735,1.580735,1.415939,1.376165,1.423433,2.391779,1.984930,1.777955
20251204,1.565477,1.565477,1.404804,1.366009,1.407792,2.432545,2.021597,1.763579
20251205,1.586781,1.586781,1.423847,1.382921,1.424481,2.387646,1.980153,1.789720
20251208,1.592181,1.592181,1.426965,1.384636,1.428038,2.305392,1.911489,1.806056
20251209,1.587861,1.587861,1.420447,1.377627,1.428445,2.319003,1.923348,1.792894
20251210,1.596687,1.596687,1.431412,1.386872,1.435260,2.314646,1.920501,1.794301
20251211,1.575472,1.575472,1.413124,1.370755,1.419086,2.345175,1.944457,1.769772
20251212,1.571373,1.571373,1.411804,1.370944,1.418288,2.347279,1.946760,1.774808
20251215,1.561594,1.561594,1.404114,1.364209,1.411820,2.339864,1.937130,1.771257
20251216,1.547269,1.547269,1.392428,1.353387,1.400437,2.387447,1.983716,1.745618
20251217,1.549771,1.549771,1.399790,1.360678,1.405661,2.380345,1.978645,1.760646
20251218,1.563244,1.563244,1.408613,1.369586,1.414968,2.399554,1.997650,1.765404
20251219,1.580903,1.580903,1.422265,1.380873,1.431503,2.419647,2.008189,1.791623
20251222,1.585755,1.585755,1.427793,1.386408,1.435802,2.418630,2.006635,1.803088
20251223,1.574891,1.574891,1.418714,1.377224,1.425454,2.389747,1.986708,1.795116
20251224,1.593509,1.593509,1.436013,1.391797,1.439899,2.379972,1.976269,1.817229
20251225,1.606040,1.606040,1.442823,1.397845,1.446395,2.367904,1.961882,1.835432
20251226,1.605619,1.605619,1.442737,1.398203,1.449038,2.314297,1.915495,1.834956
20251229,1.604910,1.604910,1.442047,1.396281,1.442091,2.341798,1.938430,1.830971
20251230,1.595548,1.595548,1.434381,1.389871,1.426495,2.336214,1.933886,1.827994
20251231,1.593732,1.593732,1.433717,1.390034,1.423774,2.346344,1.939964,1.833886
